timestamp_us;ecg_value
349999902;-0.32500
352777679;-0.32500
355555456;-0.33000
358333233;-0.33000
361111010;-0.33500
363888787;-0.33500
366666564;-0.34000
369444341;-0.33000
372222118;-0.34000
374999895;-0.35000
377777672;-0.35500
380555449;-0.35000
383333226;-0.34500
386111003;-0.33000
388888780;-0.32000
391666557;-0.33500
394444334;-0.33000
397222111;-0.34500
399999888;-0.33000
402777665;-0.33500
405555442;-0.33500
408333219;-0.34500
411110996;-0.34500
413888773;-0.35500
416666550;-0.34000
419444327;-0.34000
422222104;-0.33500
424999881;-0.33000
427777658;-0.35000
430555435;-0.35000
433333212;-0.34500
436110989;-0.33500
438888766;-0.33500
441666543;-0.33500
444444320;-0.35000
447222097;-0.35500
449999874;-0.35500
452777651;-0.34500
455555428;-0.34500
458333205;-0.33500
461110982;-0.35000
463888759;-0.36000
466666536;-0.36000
469444313;-0.36000
472222090;-0.36500
474999867;-0.36000
477777644;-0.37000
480555421;-0.38500
483333198;-0.37000
486110975;-0.36000
488888752;-0.35500
491666529;-0.36000
494444306;-0.37500
497222083;-0.37500
499999860;-0.36500
502777637;-0.36500
505555414;-0.36000
508333191;-0.36000
511110968;-0.36500
513888745;-0.37000
516666522;-0.35500
519444299;-0.33000
522222076;-0.32500
524999853;-0.32500
527777630;-0.33500
530555407;-0.34000
533333184;-0.31500
536110961;-0.30000
538888738;-0.30000
541666515;-0.29000
544444292;-0.29500
547222069;-0.29000
549999846;-0.28500
552777623;-0.27500
555555400;-0.25500
558333177;-0.25000
561110954;-0.25000
563888731;-0.26500
566666508;-0.25500
569444285;-0.24500
572222062;-0.23000
574999839;-0.24500
577777616;-0.24500
580555393;-0.25500
583333170;-0.25500
586110947;-0.24000
588888724;-0.25000
591666501;-0.25500
594444278;-0.24500
597222055;-0.25500
599999832;-0.25000
602777609;-0.25000
605555386;-0.26500
608333163;-0.26000
611110940;-0.26000
613888717;-0.26500
616666494;-0.27000
619444271;-0.26500
622222048;-0.26000
624999825;-0.27500
627777602;-0.28000
630555379;-0.29000
633333156;-0.27500
636110933;-0.27000
638888710;-0.26000
641666487;-0.28000
644444264;-0.28000
647222041;-0.28500
649999818;-0.27500
652777595;-0.27500
655555372;-0.26500
658333149;-0.27000
661110926;-0.28500
663888703;-0.29000
666666480;-0.28000
669444257;-0.27500
672222034;-0.28500
674999811;-0.28000
677777588;-0.30000
680555365;-0.30000
683333142;-0.30500
686110919;-0.29500
688888696;-0.30000
691666473;-0.31000
694444250;-0.31000
697222027;-0.30500
699999804;-0.29500
702777581;-0.28500
705555358;-0.28500
708333135;-0.29000
711110912;-0.29500
713888689;-0.31000
716666466;-0.29000
719444243;-0.29500
722222020;-0.30000
724999797;-0.30500
727777574;-0.31000
730555351;-0.32500
733333128;-0.31000
736110905;-0.30000
738888682;-0.29000
741666459;-0.31000
744444236;-0.32500
747222013;-0.33000
749999790;-0.31500
752777567;-0.30000
755555344;-0.30500
758333121;-0.31000
761110898;-0.32000
763888675;-0.33000
766666452;-0.32500
769444229;-0.31500
772222006;-0.31000
774999783;-0.30500
777777560;-0.30500
780555337;-0.31000
783333114;-0.30000
786110891;-0.30500
788888668;-0.29000
791666445;-0.30000
794444222;-0.30000
797221999;-0.30500
799999776;-0.30500
802777553;-0.29000
805555330;-0.28000
808333107;-0.29500
811110884;-0.30500
813888661;-0.31500
816666438;-0.30500
819444215;-0.29500
822221992;-0.29000
824999769;-0.28000
827777546;-0.27000
830555323;-0.27500
833333100;-0.27500
836110877;-0.27000
838888654;-0.25000
841666431;-0.25000
844444208;-0.25500
847221985;-0.22500
849999762;-0.22000
852777539;-0.20500
855555316;-0.20000
858333093;-0.20500
861110870;-0.21500
863888647;-0.23000
866666424;-0.22000
869444201;-0.22500
872221978;-0.22500
874999755;-0.22500
877777532;-0.23000
880555309;-0.23500
883333086;-0.24000
886110863;-0.23500
888888640;-0.22000
891666417;-0.21000
894444194;-0.20500
897221971;-0.24500
899999748;-0.28500
902777525;-0.28500
905555302;-0.30000
908333079;-0.31000
911110856;-0.33000
913888633;-0.33000
916666410;-0.32500
919444187;-0.31500
922221964;-0.32000
924999741;-0.31500
927777518;-0.32500
930555295;-0.34000
933333072;-0.34500
936110849;-0.34000
938888626;-0.34000
941666403;-0.35000
944444180;-0.34500
947221957;-0.35500
949999734;-0.33000
952777511;-0.33500
955555288;-0.33000
958333065;-0.32000
961110842;-0.34500
963888619;-0.35500
966666396;-0.34000
969444173;-0.33000
972221950;-0.32500
974999727;-0.33000
977777504;-0.35000
980555281;-0.36500
983333058;-0.36000
986110835;-0.38000
988888612;-0.42500
991666389;-0.44500
994444166;-0.47500
997221943;-0.51000
999999720;-0.53500
1002777497;-0.50500
1005555274;-0.41500
1008333051;-0.30000
1011110828;-0.16000
1013888605;-0.01500
1016666382;0.23500
1019444159;0.49000
1022221936;0.72000
1024999713;0.87500
1027777490;0.94000
1030555267;0.90500
1033333044;0.75500
1036110821;0.49000
1038888598;0.16500
1041666375;-0.11000
1044444152;-0.27000
1047221929;-0.39000
1049999706;-0.45000
1052777483;-0.47500
1055555260;-0.45500
1058333037;-0.42500
1061110814;-0.39000
1063888591;-0.39000
1066666368;-0.38500
1069444145;-0.39000
1072221922;-0.38000
1074999699;-0.38000
1077777476;-0.38000
1080555253;-0.39500
1083333030;-0.38500
1086110807;-0.38500
1088888584;-0.38500
1091666361;-0.37500
1094444138;-0.39500
1097221915;-0.41000
1099999692;-0.41000
1102777469;-0.40000
1105555246;-0.39500
1108333023;-0.39000
1111110800;-0.40500
1113888577;-0.39500
1116666354;-0.38500
1119444131;-0.37500
1122221908;-0.39000
1124999685;-0.39000
1127777462;-0.40500
1130555239;-0.41000
1133333016;-0.41000
1136110793;-0.39000
1138888570;-0.39000
1141666347;-0.39500
1144444124;-0.40500
1147221901;-0.41500
1149999678;-0.40000
1152777455;-0.41000
1155555232;-0.40500
1158333009;-0.41000
1161110786;-0.41500
1163888563;-0.41000
1166666340;-0.40000
1169444117;-0.40000
1172221894;-0.39500
1174999671;-0.39000
1177777448;-0.40500
1180555225;-0.41000
1183333002;-0.39000
1186110779;-0.39000
1188888556;-0.38500
1191666333;-0.38500
1194444110;-0.41000
1197221887;-0.40500
1199999664;-0.39500
1202777441;-0.39000
1205555218;-0.37500
1208332995;-0.39000
1211110772;-0.39500
1213888549;-0.41000
1216666326;-0.40000
1219444103;-0.39000
1222221880;-0.39000
1224999657;-0.38500
1227777434;-0.40500
1230555211;-0.41500
1233332988;-0.41500
1236110765;-0.40000
1238888542;-0.39500
1241666319;-0.40500
1244444096;-0.41500
1247221873;-0.42000
1249999650;-0.42000
1252777427;-0.41000
1255555204;-0.41500
1258332981;-0.42500
1261110758;-0.42000
1263888535;-0.43500
1266666312;-0.43000
1269444089;-0.43000
1272221866;-0.42000
1274999643;-0.43000
1277777420;-0.45000
1280555197;-0.45500
1283332974;-0.45000
1286110751;-0.43500
1288888528;-0.44500
1291666305;-0.45000
1294444082;-0.45500
1297221859;-0.47000
1299999636;-0.46000
1302777413;-0.45500
1305555190;-0.45000
1308332967;-0.45500
1311110744;-0.47000
1313888521;-0.47500
1316666298;-0.46000
1319444075;-0.45000
1322221852;-0.44500
1324999629;-0.44000
1327777406;-0.43500
1330555183;-0.44000
1333332960;-0.41000
1336110737;-0.39500
1338888514;-0.37000
1341666291;-0.36500
1344444068;-0.36000
1347221845;-0.36500
1349999622;-0.34000
1352777399;-0.32500
1355555176;-0.31500
1358332953;-0.32000
1361110730;-0.33000
1363888507;-0.33000
1366666284;-0.32000
1369444061;-0.31000
1372221838;-0.30000
1374999615;-0.30000
1377777392;-0.32000
1380555169;-0.32000
1383332946;-0.31500
1386110723;-0.30500
1388888500;-0.30500
1391666277;-0.29500
1394444054;-0.32000
1397221831;-0.33000
1399999608;-0.30500
1402777385;-0.31000
1405555162;-0.30000
1408332939;-0.30000
1411110716;-0.32000
1413888493;-0.32500
1416666270;-0.31000
1419444047;-0.30500
1422221824;-0.31500
1424999601;-0.30500
1427777378;-0.31500
1430555155;-0.31500
1433332932;-0.31000
1436110709;-0.29500
1438888486;-0.29000
1441666263;-0.30500
1444444040;-0.31000
1447221817;-0.32000
1449999594;-0.31500
1452777371;-0.30000
1455555148;-0.31500
1458332925;-0.31500
1461110702;-0.31500
1463888479;-0.33000
1466666256;-0.31500
1469444033;-0.32000
1472221810;-0.31500
1474999587;-0.32500
1477777364;-0.33500
1480555141;-0.34000
1483332918;-0.33500
1486110695;-0.33500
1488888472;-0.33000
1491666249;-0.32500
1494444026;-0.34500
1497221803;-0.35000
1499999580;-0.34500
1502777357;-0.33500
1505555134;-0.33000
1508332911;-0.33000
1511110688;-0.34500
1513888465;-0.34500
1516666242;-0.34500
1519444019;-0.32000
1522221796;-0.33000
1524999573;-0.33500
1527777350;-0.34000
1530555127;-0.35500
1533332904;-0.33500
1536110681;-0.33000
1538888458;-0.33000
1541666235;-0.33500
1544444012;-0.35500
1547221789;-0.36000
1549999566;-0.35500
1552777343;-0.35000
1555555120;-0.34000
1558332897;-0.34500
1561110674;-0.34500
1563888451;-0.34500
1566666228;-0.34500
1569444005;-0.33000
1572221782;-0.33000
1574999559;-0.33500
1577777336;-0.34500
1580555113;-0.35000
1583332890;-0.35000
1586110667;-0.34000
1588888444;-0.33000
1591666221;-0.34500
1594443998;-0.34500
1597221775;-0.35500
1599999552;-0.35000
1602777329;-0.34000
1605555106;-0.33000
1608332883;-0.34000
1611110660;-0.34000
1613888437;-0.34000
1616666214;-0.33000
1619443991;-0.33500
1622221768;-0.33000
1624999545;-0.33500
1627777322;-0.34500
1630555099;-0.34500
1633332876;-0.34000
1636110653;-0.33000
1638888430;-0.31500
1641666207;-0.29500
1644443984;-0.30000
1647221761;-0.29500
1649999538;-0.28500
1652777315;-0.27500
1655555092;-0.26500
1658332869;-0.26500
1661110646;-0.26500
1663888423;-0.25500
1666666200;-0.25000
1669443977;-0.24000
1672221754;-0.22500
1674999531;-0.21500
1677777308;-0.24000
1680555085;-0.24500
1683332862;-0.24000
1686110639;-0.24500
1688888416;-0.23500
1691666193;-0.24500
1694443970;-0.25000
1697221747;-0.27500
1699999524;-0.27500
1702777301;-0.26500
1705555078;-0.25000
1708332855;-0.22500
1711110632;-0.22000
1713888409;-0.23000
1716666186;-0.26500
1719443963;-0.27000
1722221740;-0.28000
1724999517;-0.28500
1727777294;-0.30500
1730555071;-0.32000
1733332848;-0.34000
1736110625;-0.33000
1738888402;-0.33500
1741666179;-0.33500
1744443956;-0.35500
1747221733;-0.37000
1749999510;-0.36000
1752777287;-0.34500
1755555064;-0.35000
1758332841;-0.35500
1761110618;-0.36500
1763888395;-0.37500
1766666172;-0.38000
1769443949;-0.37000
1772221726;-0.36500
1774999503;-0.36500
1777777280;-0.38000
1780555057;-0.38500
1783332834;-0.38000
1786110611;-0.37500
1788888388;-0.35500
1791666165;-0.37000
1794443942;-0.39000
1797221719;-0.40500
1799999496;-0.41000
1802777273;-0.43500
1805555050;-0.46500
1808332827;-0.49000
1811110604;-0.52000
1813888381;-0.55500
1816666158;-0.57000
1819443935;-0.52500
1822221712;-0.40500
1824999489;-0.25000
1827777266;-0.09000
1830555043;0.12000
1833332820;0.41000
1836110597;0.69000
1838888374;0.88500
1841666151;0.96000
1844443928;0.85000
1847221705;0.52000
1849999482;0.05000
1852777259;-0.32000
1855555036;-0.50000
1858332813;-0.50500
1861110590;-0.44500
1863888367;-0.41500
1866666144;-0.39500
1869443921;-0.39000
1872221698;-0.39500
1874999475;-0.39000
1877777252;-0.39500
1880555029;-0.40500
1883332806;-0.39500
1886110583;-0.40500
1888888360;-0.39000
1891666137;-0.39500
1894443914;-0.39500
1897221691;-0.41000
1899999468;-0.40500
1902777245;-0.40000
1905555022;-0.40000
1908332799;-0.41500
1911110576;-0.40500
1913888353;-0.42000
1916666130;-0.41500
1919443907;-0.40500
1922221684;-0.40500
1924999461;-0.42000
1927777238;-0.42000
1930555015;-0.43500
1933332792;-0.42000
1936110569;-0.41000
1938888346;-0.41000
1941666123;-0.40500
1944443900;-0.42500
1947221677;-0.43000
1949999454;-0.42000
1952777231;-0.41500
1955555008;-0.41000
1958332785;-0.41000
1961110562;-0.42500
1963888339;-0.42000
1966666116;-0.40000
1969443893;-0.39500
1972221670;-0.40000
1974999447;-0.40000
1977777224;-0.39500
1980555001;-0.41500
1983332778;-0.40500
1986110555;-0.39000
1988888332;-0.40000
1991666109;-0.40000
1994443886;-0.41500
1997221663;-0.42500
1999999440;-0.42500
2002777217;-0.41500
2005554994;-0.41500
2008332771;-0.41000
2011110548;-0.42500
2013888325;-0.42500
2016666102;-0.42000
2019443879;-0.41500
2022221656;-0.40000
2024999433;-0.40000
2027777210;-0.41000
2030554987;-0.42500
2033332764;-0.41000
2036110541;-0.40500
2038888318;-0.39500
2041666095;-0.40000
2044443872;-0.40000
2047221649;-0.40500
2049999426;-0.38500
2052777203;-0.40000
2055554980;-0.39000
2058332757;-0.39000
2061110534;-0.40000
2063888311;-0.41500
2066666088;-0.40500
2069443865;-0.40500
2072221642;-0.41000
2074999419;-0.41500
2077777196;-0.42000
2080554973;-0.42000
2083332750;-0.42500
2086110527;-0.41500
2088888304;-0.41500
2091666081;-0.41000
2094443858;-0.43500
2097221635;-0.43000
2099999412;-0.43500
2102777189;-0.42000
2105554966;-0.42000
2108332743;-0.42000
2111110520;-0.42000
2113888297;-0.42500
2116666074;-0.42500
2119443851;-0.41500
2122221628;-0.39500
2124999405;-0.39500
2127777182;-0.39000
2130554959;-0.37500
2133332736;-0.36000
2136110513;-0.34000
2138888290;-0.33500
2141666067;-0.33000
2144443844;-0.33500
2147221621;-0.33500
2149999398;-0.32500
2152777175;-0.32000
2155554952;-0.30500
2158332729;-0.30500
2161110506;-0.31500
2163888283;-0.31000
2166666060;-0.30500
2169443837;-0.30000
2172221614;-0.30000
2174999391;-0.30000
2177777168;-0.31000
2180554945;-0.31000
2183332722;-0.31000
2186110499;-0.31500
2188888276;-0.30000
2191666053;-0.30500
2194443830;-0.31500
2197221607;-0.32000
2199999384;-0.32500
2202777161;-0.31000
2205554938;-0.30500
2208332715;-0.30500
2211110492;-0.32000
2213888269;-0.32500
2216666046;-0.30500
2219443823;-0.31000
2222221600;-0.29500
2224999377;-0.31000
2227777154;-0.32500
2230554931;-0.33000
2233332708;-0.32000
2236110485;-0.32000
2238888262;-0.32000
2241666039;-0.32500
2244443816;-0.35000
2247221593;-0.35000
2249999370;-0.34000
2252777147;-0.33500
2255554924;-0.33000
2258332701;-0.33500
2261110478;-0.34000
2263888255;-0.36000
2266666032;-0.35000
2269443809;-0.35000
2272221586;-0.35500
2274999363;-0.36000
2277777140;-0.35500
2280554917;-0.36500
2283332694;-0.35500
2286110471;-0.35000
2288888248;-0.34000
2291666025;-0.35500
2294443802;-0.35000
2297221579;-0.36500
2299999356;-0.36500
2302777133;-0.35000
2305554910;-0.35500
2308332687;-0.35000
2311110464;-0.37000
2313888241;-0.38000
2316666018;-0.37000
2319443795;-0.36000
2322221572;-0.36500
2324999349;-0.36000
2327777126;-0.36500
2330554903;-0.38000
2333332680;-0.37000
2336110457;-0.36500
2338888234;-0.35000
2341666011;-0.35000
2344443788;-0.35000
2347221565;-0.37000
2349999342;-0.36500
2352777119;-0.34500
2355554896;-0.34500
2358332673;-0.34000
2361110450;-0.35500
2363888227;-0.36500
2366666004;-0.36000
2369443781;-0.35500
2372221558;-0.35500
2374999335;-0.35500
2377777112;-0.37500
2380554889;-0.38500
2383332666;-0.35500
2386110443;-0.36000
2388888220;-0.35500
2391665997;-0.36000
2394443774;-0.36000
2397221551;-0.37000
2399999328;-0.36000
2402777105;-0.34500
2405554882;-0.35500
2408332659;-0.34500
2411110436;-0.34500
2413888213;-0.34500
2416665990;-0.34000
2419443767;-0.31000
2422221544;-0.30500
2424999321;-0.30500
2427777098;-0.31000
2430554875;-0.30500
2433332652;-0.29000
2436110429;-0.28500
2438888206;-0.27500
2441665983;-0.28000
2444443760;-0.28000
2447221537;-0.27500
2449999314;-0.26500
2452777091;-0.25500
2455554868;-0.24500
2458332645;-0.26000
2461110422;-0.26500
2463888199;-0.27500
2466665976;-0.28000
2469443753;-0.26500
2472221530;-0.27000
2474999307;-0.27500
2477777084;-0.28000
2480554861;-0.27500
2483332638;-0.28000
2486110415;-0.27500
2488888192;-0.26500
2491665969;-0.25500
2494443746;-0.24000
2497221523;-0.26000
2499999300;-0.28000
2502777077;-0.31000
2505554854;-0.31000
2508332631;-0.34500
2511110408;-0.36000
2513888185;-0.38000
2516665962;-0.38500
2519443739;-0.38000
2522221516;-0.37000
2524999293;-0.37500
2527777070;-0.38500
2530554847;-0.39000
2533332624;-0.39500
2536110401;-0.38500
2538888178;-0.38500
2541665955;-0.38500
2544443732;-0.39500
2547221509;-0.40500
2549999286;-0.40000
2552777063;-0.37500
2555554840;-0.37500
2558332617;-0.39000
2561110394;-0.39500
2563888171;-0.41500
2566665948;-0.40500
2569443725;-0.40000
2572221502;-0.39000
2574999279;-0.40500
2577777056;-0.42500
2580554833;-0.46000
2583332610;-0.47500
2586110387;-0.50500
2588888164;-0.51000
2591665941;-0.52500
2594443718;-0.54000
2597221495;-0.60000
2599999272;-0.64500
2602777049;-0.63000
2605554826;-0.57500
2608332603;-0.49500
2611110380;-0.38500
2613888157;-0.27000
2616665934;-0.11500
2619443711;0.09000
2622221488;0.37000
2624999265;0.63500
2627777042;0.81000
2630554819;0.86000
2633332596;0.77000
2636110373;0.47500
2638888150;0.06500
2641665927;-0.30500
2644443704;-0.50000
2647221481;-0.52000
2649999258;-0.47500
2652777035;-0.41000
2655554812;-0.39000
2658332589;-0.39000
2661110366;-0.40000
2663888143;-0.41000
2666665920;-0.40500
2669443697;-0.38500
2672221474;-0.39000
2674999251;-0.39500
2677777028;-0.40500
2680554805;-0.41000
2683332582;-0.40500
2686110359;-0.40000
2688888136;-0.39000
2691665913;-0.39500
2694443690;-0.41000
2697221467;-0.41500
2699999244;-0.41000
2702777021;-0.39500
2705554798;-0.40500
2708332575;-0.41000
2711110352;-0.40500
2713888129;-0.40500
2716665906;-0.41000
2719443683;-0.39000
2722221460;-0.38500
2724999237;-0.39000
2727777014;-0.39500
2730554791;-0.40000
2733332568;-0.40000
2736110345;-0.40000
2738888122;-0.39500
2741665899;-0.39500
2744443676;-0.40500
2747221453;-0.40500
2749999230;-0.40000
2752777007;-0.39500
2755554784;-0.38500
2758332561;-0.37500
2761110338;-0.38500
2763888115;-0.39500
2766665892;-0.39000
2769443669;-0.38500
2772221446;-0.37500
2774999223;-0.38500
2777777000;-0.39500
2780554777;-0.39500
2783332554;-0.38500
2786110331;-0.37500
2788888108;-0.37500
2791665885;-0.38500
2794443662;-0.39500
2797221439;-0.39000
2799999216;-0.39000
2802776993;-0.36500
2805554770;-0.37500
2808332547;-0.38500
2811110324;-0.39500
2813888101;-0.38000
2816665878;-0.38500
2819443655;-0.37500
2822221432;-0.38000
2824999209;-0.39000
2827776986;-0.38000
2830554763;-0.37500
2833332540;-0.37500
2836110317;-0.37500
2838888094;-0.37500
2841665871;-0.38000
2844443648;-0.39000
2847221425;-0.39000
2849999202;-0.36500
2852776979;-0.37000
2855554756;-0.37500
2858332533;-0.38500
2861110310;-0.39000
2863888087;-0.39000
2866665864;-0.37500
2869443641;-0.36500
2872221418;-0.38500
2874999195;-0.38000
2877776972;-0.39000
2880554749;-0.37500
2883332526;-0.37500
2886110303;-0.36500
2888888080;-0.37000
2891665857;-0.38500
2894443634;-0.39500
2897221411;-0.38500
2899999188;-0.38500
2902776965;-0.37000
2905554742;-0.36500
2908332519;-0.37000
2911110296;-0.37500
2913888073;-0.35000
2916665850;-0.33500
2919443627;-0.32000
2922221404;-0.31500
2924999181;-0.32000
2927776958;-0.32500
2930554735;-0.31500
2933332512;-0.29500
2936110289;-0.28500
2938888066;-0.30000
2941665843;-0.29500
2944443620;-0.28500
2947221397;-0.28500
2949999174;-0.28000
2952776951;-0.27000
2955554728;-0.28000
2958332505;-0.29000
2961110282;-0.29500
2963888059;-0.29500
2966665836;-0.29000
2969443613;-0.28000
2972221390;-0.29000
2974999167;-0.29500
2977776944;-0.31000
2980554721;-0.29500
2983332498;-0.28500
2986110275;-0.28000
2988888052;-0.27500
2991665829;-0.29500
2994443606;-0.30500
2997221383;-0.30000
2999999160;-0.29500
3002776937;-0.29500
3005554714;-0.28500
3008332491;-0.30000
3011110268;-0.30500
3013888045;-0.30000
3016665822;-0.29500
3019443599;-0.30000
3022221376;-0.30500
3024999153;-0.31500
3027776930;-0.31000
3030554707;-0.31500
3033332484;-0.29500
3036110261;-0.30000
3038888038;-0.31000
3041665815;-0.33000
3044443592;-0.34000
3047221369;-0.33000
3049999146;-0.32000
3052776923;-0.32000
3055554700;-0.31500
3058332477;-0.32500
3061110254;-0.33500
3063888031;-0.33000
3066665808;-0.31500
3069443585;-0.32000
3072221362;-0.32000
3074999139;-0.33000
3077776916;-0.34500
3080554693;-0.34000
3083332470;-0.33500
3086110247;-0.33000
3088888024;-0.33500
3091665801;-0.34500
3094443578;-0.35000
3097221355;-0.34500
3099999132;-0.34000
3102776909;-0.33500
3105554686;-0.33500
3108332463;-0.33000
3111110240;-0.33500
3113888017;-0.34000
3116665794;-0.33500
3119443571;-0.32000
3122221348;-0.34000
3124999125;-0.34000
3127776902;-0.35000
3130554679;-0.36500
3133332456;-0.36000
3136110233;-0.34500
3138888010;-0.34500
3141665787;-0.35000
3144443564;-0.35000
3147221341;-0.35000
3149999118;-0.34000
3152776895;-0.34000
3155554672;-0.34500
3158332449;-0.34500
3161110226;-0.38000
3163888003;-0.36000
3166665780;-0.36000
3169443557;-0.34500
3172221334;-0.34500
3174999111;-0.35000
3177776888;-0.35500
3180554665;-0.34500
3183332442;-0.33000
3186110219;-0.33000
3188887996;-0.33500
3191665773;-0.33500
3194443550;-0.34000
3197221327;-0.33000
3199999104;-0.32000
3202776881;-0.29000
3205554658;-0.29000
3208332435;-0.30000
3211110212;-0.30500
3213887989;-0.28500
3216665766;-0.28000
3219443543;-0.27500
3222221320;-0.28000
3224999097;-0.27500
3227776874;-0.27000
3230554651;-0.26500
3233332428;-0.25000
3236110205;-0.23000
3238887982;-0.24500
3241665759;-0.24000
3244443536;-0.25500
3247221313;-0.25500
3249999090;-0.24500
3252776867;-0.23500
3255554644;-0.25500
3258332421;-0.26500
3261110198;-0.26000
3263887975;-0.25500
3266665752;-0.27000
3269443529;-0.26500
3272221306;-0.28000
3274999083;-0.25500
3277776860;-0.25000
3280554637;-0.24500
3283332414;-0.26500
3286110191;-0.28000
3288887968;-0.30000
3291665745;-0.31500
3294443522;-0.32500
3297221299;-0.33500
3299999076;-0.34500
3302776853;-0.33000
3305554630;-0.33500
3308332407;-0.34500
3311110184;-0.36000
3313887961;-0.35000
3316665738;-0.34000
3319443515;-0.33500
3322221292;-0.34500
3324999069;-0.36000
3327776846;-0.36500
3330554623;-0.37500
3333332400;-0.37000
3336110177;-0.36500
3338887954;-0.36500
3341665731;-0.38000
3344443508;-0.37500
3347221285;-0.37500
3349999062;-0.36500
3352776839;-0.37000
3355554616;-0.36000
3358332393;-0.37000
3361110170;-0.38000
3363887947;-0.36500
3366665724;-0.36000
3369443501;-0.35000
3372221278;-0.35500
3374999055;-0.37000
3377776832;-0.38500
3380554609;-0.39500
3383332386;-0.43000
3386110163;-0.44500
3388887940;-0.48500
3391665717;-0.51500
3394443494;-0.56500
3397221271;-0.55500
3399999048;-0.47500
3402776825;-0.35500
3405554602;-0.22000
3408332379;-0.05500
3411110156;0.18500
3413887933;0.47500
3416665710;0.70500
3419443487;0.82000
3422221264;0.78000
3424999041;0.53500
3427776818;0.14500
3430554595;-0.20000
3433332372;-0.42000
3436110149;-0.50000
3438887926;-0.48000
3441665703;-0.45000
3444443480;-0.41000
3447221257;-0.40000
3449999034;-0.39000
3452776811;-0.39000
3455554588;-0.40000
3458332365;-0.40500
3461110142;-0.42500
3463887919;-0.42500
3466665696;-0.40500
3469443473;-0.39500
3472221250;-0.40500
3474999027;-0.40500
3477776804;-0.41500
3480554581;-0.40500
3483332358;-0.38500
3486110135;-0.39000
3488887912;-0.39500
3491665689;-0.39500
3494443466;-0.39500
3497221243;-0.39500
3499999020;-0.38500
3502776797;-0.39000
3505554574;-0.39000
3508332351;-0.40000
3511110128;-0.42500
3513887905;-0.41000
3516665682;-0.40000
3519443459;-0.39500
3522221236;-0.40000
3524999013;-0.40500
3527776790;-0.42500
3530554567;-0.41500
3533332344;-0.40500
3536110121;-0.40500
3538887898;-0.40500
3541665675;-0.41000
3544443452;-0.41500
3547221229;-0.40500
3549999006;-0.42000
3552776783;-0.40500
3555554560;-0.41000
3558332337;-0.41000
3561110114;-0.42000
3563887891;-0.41500
3566665668;-0.40500
3569443445;-0.39500
3572221222;-0.39500
3574998999;-0.39500
3577776776;-0.40000
3580554553;-0.39500
3583332330;-0.39500
3586110107;-0.40500
3588887884;-0.40500
3591665661;-0.42000
3594443438;-0.43500
3597221215;-0.41500
3599998992;-0.40500
3602776769;-0.39500
3605554546;-0.39000
3608332323;-0.41500
3611110100;-0.40500
3613887877;-0.40500
3616665654;-0.40000
3619443431;-0.39500
3622221208;-0.39500
3624998985;-0.40500
3627776762;-0.42000
