timestamp_ms;ecg_value
316.667;-0.34000
319.444;-0.33500
322.222;-0.34000
325.000;-0.34500
327.778;-0.35500
330.555;-0.35500
333.333;-0.34000
336.111;-0.33000
338.889;-0.33000
341.667;-0.33000
344.444;-0.34000
347.222;-0.35000
350.000;-0.32500
352.778;-0.32500
355.555;-0.33000
358.333;-0.33000
361.111;-0.33500
363.889;-0.33500
366.667;-0.34000
369.444;-0.33000
372.222;-0.34000
375.000;-0.35000
377.778;-0.35500
380.555;-0.35000
383.333;-0.34500
386.111;-0.33000
388.889;-0.32000
391.667;-0.33500
394.444;-0.33000
397.222;-0.34500
400.000;-0.33000
402.778;-0.33500
405.555;-0.33500
408.333;-0.34500
411.111;-0.34500
413.889;-0.35500
416.667;-0.34000
419.444;-0.34000
422.222;-0.33500
425.000;-0.33000
427.778;-0.35000
430.555;-0.35000
433.333;-0.34500
436.111;-0.33500
438.889;-0.33500
441.667;-0.33500
444.444;-0.35000
447.222;-0.35500
450.000;-0.35500
452.778;-0.34500
455.555;-0.34500
458.333;-0.33500
461.111;-0.35000
463.889;-0.36000
466.667;-0.36000
469.444;-0.36000
472.222;-0.36500
475.000;-0.36000
477.778;-0.37000
480.555;-0.38500
483.333;-0.37000
486.111;-0.36000
488.889;-0.35500
491.667;-0.36000
494.444;-0.37500
497.222;-0.37500
500.000;-0.36500
502.778;-0.36500
505.555;-0.36000
508.333;-0.36000
511.111;-0.36500
513.889;-0.37000
516.667;-0.35500
519.444;-0.33000
522.222;-0.32500
525.000;-0.32500
527.778;-0.33500
530.555;-0.34000
533.333;-0.31500
536.111;-0.30000
538.889;-0.30000
541.667;-0.29000
544.444;-0.29500
547.222;-0.29000
550.000;-0.28500
552.778;-0.27500
555.555;-0.25500
558.333;-0.25000
561.111;-0.25000
563.889;-0.26500
566.667;-0.25500
569.444;-0.24500
572.222;-0.23000
575.000;-0.24500
577.778;-0.24500
580.555;-0.25500
583.333;-0.25500
586.111;-0.24000
588.889;-0.25000
591.667;-0.25500
594.444;-0.24500
597.222;-0.25500
600.000;-0.25000
602.778;-0.25000
605.555;-0.26500
608.333;-0.26000
611.111;-0.26000
613.889;-0.26500
616.666;-0.27000
619.444;-0.26500
622.222;-0.26000
625.000;-0.27500
627.778;-0.28000
630.555;-0.29000
633.333;-0.27500
636.111;-0.27000
638.889;-0.26000
641.666;-0.28000
644.444;-0.28000
647.222;-0.28500
650.000;-0.27500
652.778;-0.27500
655.555;-0.26500
658.333;-0.27000
661.111;-0.28500
663.889;-0.29000
666.666;-0.28000
669.444;-0.27500
672.222;-0.28500
675.000;-0.28000
677.778;-0.30000
680.555;-0.30000
683.333;-0.30500
686.111;-0.29500
688.889;-0.30000
691.666;-0.31000
694.444;-0.31000
697.222;-0.30500
700.000;-0.29500
702.778;-0.28500
705.555;-0.28500
708.333;-0.29000
711.111;-0.29500
713.889;-0.31000
716.666;-0.29000
719.444;-0.29500
722.222;-0.30000
725.000;-0.30500
727.778;-0.31000
730.555;-0.32500
733.333;-0.31000
736.111;-0.30000
738.889;-0.29000
741.666;-0.31000
744.444;-0.32500
747.222;-0.33000
750.000;-0.31500
752.778;-0.30000
755.555;-0.30500
758.333;-0.31000
761.111;-0.32000
763.889;-0.33000
766.666;-0.32500
769.444;-0.31500
772.222;-0.31000
775.000;-0.30500
777.778;-0.30500
780.555;-0.31000
783.333;-0.30000
786.111;-0.30500
788.889;-0.29000
791.666;-0.30000
794.444;-0.30000
797.222;-0.30500
800.000;-0.30500
802.778;-0.29000
805.555;-0.28000
808.333;-0.29500
811.111;-0.30500
813.889;-0.31500
816.666;-0.30500
819.444;-0.29500
822.222;-0.29000
825.000;-0.28000
827.778;-0.27000
830.555;-0.27500
833.333;-0.27500
836.111;-0.27000
838.889;-0.25000
841.666;-0.25000
844.444;-0.25500
847.222;-0.22500
850.000;-0.22000
852.778;-0.20500
855.555;-0.20000
858.333;-0.20500
861.111;-0.21500
863.889;-0.23000
866.666;-0.22000
869.444;-0.22500
872.222;-0.22500
875.000;-0.22500
877.778;-0.23000
880.555;-0.23500
883.333;-0.24000
886.111;-0.23500
888.889;-0.22000
891.666;-0.21000
894.444;-0.20500
897.222;-0.24500
900.000;-0.28500
902.778;-0.28500
905.555;-0.30000
908.333;-0.31000
911.111;-0.33000
913.889;-0.33000
916.666;-0.32500
919.444;-0.31500
922.222;-0.32000
925.000;-0.31500
927.778;-0.32500
930.555;-0.34000
933.333;-0.34500
936.111;-0.34000
938.889;-0.34000
941.666;-0.35000
944.444;-0.34500
947.222;-0.35500
950.000;-0.33000
952.778;-0.33500
955.555;-0.33000
958.333;-0.32000
961.111;-0.34500
963.889;-0.35500
966.666;-0.34000
969.444;-0.33000
972.222;-0.32500
975.000;-0.33000
977.778;-0.35000
980.555;-0.36500
983.333;-0.36000
986.111;-0.38000
988.889;-0.42500
991.666;-0.44500
994.444;-0.47500
997.222;-0.51000
1000.000;-0.53500
1002.777;-0.50500
1005.555;-0.41500
1008.333;-0.30000
1011.111;-0.16000
1013.889;-0.01500
1016.666;0.23500
1019.444;0.49000
1022.222;0.72000
1025.000;0.87500
1027.777;0.94000
1030.555;0.90500
1033.333;0.75500
1036.111;0.49000
1038.889;0.16500
1041.666;-0.11000
1044.444;-0.27000
1047.222;-0.39000
1050.000;-0.45000
1052.777;-0.47500
1055.555;-0.45500
1058.333;-0.42500
1061.111;-0.39000
1063.889;-0.39000
1066.666;-0.38500
1069.444;-0.39000
1072.222;-0.38000
1075.000;-0.38000
1077.777;-0.38000
1080.555;-0.39500
1083.333;-0.38500
1086.111;-0.38500
1088.889;-0.38500
1091.666;-0.37500
1094.444;-0.39500
1097.222;-0.41000
1100.000;-0.41000
1102.777;-0.40000
1105.555;-0.39500
1108.333;-0.39000
1111.111;-0.40500
1113.889;-0.39500
1116.666;-0.38500
1119.444;-0.37500
1122.222;-0.39000
1125.000;-0.39000
1127.777;-0.40500
1130.555;-0.41000
1133.333;-0.41000
1136.111;-0.39000
1138.889;-0.39000
1141.666;-0.39500
1144.444;-0.40500
1147.222;-0.41500
1150.000;-0.40000
1152.777;-0.41000
1155.555;-0.40500
1158.333;-0.41000
1161.111;-0.41500
1163.889;-0.41000
1166.666;-0.40000
1169.444;-0.40000
1172.222;-0.39500
1175.000;-0.39000
1177.777;-0.40500
1180.555;-0.41000
1183.333;-0.39000
1186.111;-0.39000
1188.889;-0.38500
1191.666;-0.38500
1194.444;-0.41000
1197.222;-0.40500
1200.000;-0.39500
1202.777;-0.39000
1205.555;-0.37500
1208.333;-0.39000
1211.111;-0.39500
1213.889;-0.41000
1216.666;-0.40000
1219.444;-0.39000
1222.222;-0.39000
1225.000;-0.38500
1227.777;-0.40500
1230.555;-0.41500
1233.333;-0.41500
1236.111;-0.40000
1238.889;-0.39500
1241.666;-0.40500
1244.444;-0.41500
1247.222;-0.42000
1250.000;-0.42000
1252.777;-0.41000
1255.555;-0.41500
1258.333;-0.42500
1261.111;-0.42000
1263.889;-0.43500
1266.666;-0.43000
1269.444;-0.43000
1272.222;-0.42000
1275.000;-0.43000
1277.777;-0.45000
1280.555;-0.45500
1283.333;-0.45000
1286.111;-0.43500
1288.889;-0.44500
1291.666;-0.45000
1294.444;-0.45500
1297.222;-0.47000
1300.000;-0.46000
1302.777;-0.45500
1305.555;-0.45000
1308.333;-0.45500
1311.111;-0.47000
1313.889;-0.47500
1316.666;-0.46000
1319.444;-0.45000
1322.222;-0.44500
1325.000;-0.44000
1327.777;-0.43500
1330.555;-0.44000
1333.333;-0.41000
1336.111;-0.39500
1338.889;-0.37000
1341.666;-0.36500
1344.444;-0.36000
1347.222;-0.36500
1350.000;-0.34000
1352.777;-0.32500
1355.555;-0.31500
1358.333;-0.32000
1361.111;-0.33000
1363.889;-0.33000
1366.666;-0.32000
1369.444;-0.31000
1372.222;-0.30000
1375.000;-0.30000
1377.777;-0.32000
1380.555;-0.32000
1383.333;-0.31500
1386.111;-0.30500
1388.889;-0.30500
1391.666;-0.29500
1394.444;-0.32000
1397.222;-0.33000
1400.000;-0.30500
1402.777;-0.31000
1405.555;-0.30000
1408.333;-0.30000
1411.111;-0.32000
1413.888;-0.32500
1416.666;-0.31000
1419.444;-0.30500
1422.222;-0.31500
1425.000;-0.30500
1427.777;-0.31500
1430.555;-0.31500
1433.333;-0.31000
1436.111;-0.29500
1438.888;-0.29000
1441.666;-0.30500
1444.444;-0.31000
1447.222;-0.32000
1450.000;-0.31500
1452.777;-0.30000
1455.555;-0.31500
1458.333;-0.31500
1461.111;-0.31500
1463.888;-0.33000
1466.666;-0.31500
1469.444;-0.32000
1472.222;-0.31500
1475.000;-0.32500
1477.777;-0.33500
1480.555;-0.34000
1483.333;-0.33500
1486.111;-0.33500
1488.888;-0.33000
1491.666;-0.32500
1494.444;-0.34500
1497.222;-0.35000
1500.000;-0.34500
1502.777;-0.33500
1505.555;-0.33000
1508.333;-0.33000
1511.111;-0.34500
1513.888;-0.34500
1516.666;-0.34500
1519.444;-0.32000
1522.222;-0.33000
1525.000;-0.33500
1527.777;-0.34000
1530.555;-0.35500
1533.333;-0.33500
1536.111;-0.33000
1538.888;-0.33000
1541.666;-0.33500
1544.444;-0.35500
1547.222;-0.36000
1550.000;-0.35500
1552.777;-0.35000
1555.555;-0.34000
1558.333;-0.34500
1561.111;-0.34500
1563.888;-0.34500
1566.666;-0.34500
1569.444;-0.33000
1572.222;-0.33000
1575.000;-0.33500
1577.777;-0.34500
1580.555;-0.35000
1583.333;-0.35000
1586.111;-0.34000
1588.888;-0.33000
1591.666;-0.34500
1594.444;-0.34500
1597.222;-0.35500
1600.000;-0.35000
1602.777;-0.34000
1605.555;-0.33000
1608.333;-0.34000
1611.111;-0.34000
1613.888;-0.34000
1616.666;-0.33000
1619.444;-0.33500
1622.222;-0.33000
1625.000;-0.33500
1627.777;-0.34500
1630.555;-0.34500
1633.333;-0.34000
1636.111;-0.33000
1638.888;-0.31500
1641.666;-0.29500
1644.444;-0.30000
1647.222;-0.29500
1650.000;-0.28500
1652.777;-0.27500
1655.555;-0.26500
1658.333;-0.26500
1661.111;-0.26500
1663.888;-0.25500
1666.666;-0.25000
1669.444;-0.24000
1672.222;-0.22500
1675.000;-0.21500
1677.777;-0.24000
1680.555;-0.24500
1683.333;-0.24000
1686.111;-0.24500
1688.888;-0.23500
1691.666;-0.24500
1694.444;-0.25000
1697.222;-0.27500
1700.000;-0.27500
1702.777;-0.26500
1705.555;-0.25000
1708.333;-0.22500
1711.111;-0.22000
1713.888;-0.23000
1716.666;-0.26500
1719.444;-0.27000
1722.222;-0.28000
1725.000;-0.28500
1727.777;-0.30500
1730.555;-0.32000
1733.333;-0.34000
1736.111;-0.33000
1738.888;-0.33500
1741.666;-0.33500
1744.444;-0.35500
1747.222;-0.37000
1750.000;-0.36000
1752.777;-0.34500
1755.555;-0.35000
1758.333;-0.35500
1761.111;-0.36500
1763.888;-0.37500
1766.666;-0.38000
1769.444;-0.37000
1772.222;-0.36500
1775.000;-0.36500
1777.777;-0.38000
1780.555;-0.38500
1783.333;-0.38000
1786.111;-0.37500
1788.888;-0.35500
1791.666;-0.37000
1794.444;-0.39000
1797.222;-0.40500
1799.999;-0.41000
1802.777;-0.43500
1805.555;-0.46500
1808.333;-0.49000
1811.111;-0.52000
1813.888;-0.55500
1816.666;-0.57000
1819.444;-0.52500
1822.222;-0.40500
1824.999;-0.25000
1827.777;-0.09000
1830.555;0.12000
1833.333;0.41000
1836.111;0.69000
1838.888;0.88500
1841.666;0.96000
1844.444;0.85000
1847.222;0.52000
1849.999;0.05000
1852.777;-0.32000
1855.555;-0.50000
1858.333;-0.50500
1861.111;-0.44500
1863.888;-0.41500
1866.666;-0.39500
1869.444;-0.39000
1872.222;-0.39500
1874.999;-0.39000
1877.777;-0.39500
1880.555;-0.40500
1883.333;-0.39500
1886.111;-0.40500
1888.888;-0.39000
1891.666;-0.39500
1894.444;-0.39500
1897.222;-0.41000
1899.999;-0.40500
1902.777;-0.40000
1905.555;-0.40000
1908.333;-0.41500
1911.111;-0.40500
1913.888;-0.42000
1916.666;-0.41500
1919.444;-0.40500
1922.222;-0.40500
1924.999;-0.42000
1927.777;-0.42000
1930.555;-0.43500
1933.333;-0.42000
1936.111;-0.41000
1938.888;-0.41000
1941.666;-0.40500
1944.444;-0.42500
1947.222;-0.43000
1949.999;-0.42000
1952.777;-0.41500
1955.555;-0.41000
1958.333;-0.41000
1961.111;-0.42500
1963.888;-0.42000
1966.666;-0.40000
1969.444;-0.39500
1972.222;-0.40000
1974.999;-0.40000
1977.777;-0.39500
1980.555;-0.41500
1983.333;-0.40500
1986.111;-0.39000
1988.888;-0.40000
1991.666;-0.40000
1994.444;-0.41500
1997.222;-0.42500
1999.999;-0.42500
2002.777;-0.41500
2005.555;-0.41500
2008.333;-0.41000
2011.111;-0.42500
2013.888;-0.42500
2016.666;-0.42000
2019.444;-0.41500
2022.222;-0.40000
2024.999;-0.40000
2027.777;-0.41000
2030.555;-0.42500
2033.333;-0.41000
2036.111;-0.40500
2038.888;-0.39500
2041.666;-0.40000
2044.444;-0.40000
2047.222;-0.40500
2049.999;-0.38500
2052.777;-0.40000
2055.555;-0.39000
2058.333;-0.39000
2061.111;-0.40000
2063.888;-0.41500
2066.666;-0.40500
2069.444;-0.40500
2072.222;-0.41000
2074.999;-0.41500
2077.777;-0.42000
2080.555;-0.42000
2083.333;-0.42500
2086.111;-0.41500
2088.888;-0.41500
2091.666;-0.41000
2094.444;-0.43500
2097.222;-0.43000
2099.999;-0.43500
2102.777;-0.42000
2105.555;-0.42000
2108.333;-0.42000
2111.111;-0.42000
2113.888;-0.42500
2116.666;-0.42500
2119.444;-0.41500
2122.222;-0.39500
2124.999;-0.39500
2127.777;-0.39000
2130.555;-0.37500
2133.333;-0.36000
2136.111;-0.34000
2138.888;-0.33500
2141.666;-0.33000
2144.444;-0.33500
2147.222;-0.33500
2149.999;-0.32500
2152.777;-0.32000
2155.555;-0.30500
2158.333;-0.30500
2161.111;-0.31500
2163.888;-0.31000
2166.666;-0.30500
2169.444;-0.30000
2172.222;-0.30000
2174.999;-0.30000
2177.777;-0.31000
2180.555;-0.31000
2183.333;-0.31000
2186.110;-0.31500
2188.888;-0.30000
2191.666;-0.30500
2194.444;-0.31500
2197.222;-0.32000
2199.999;-0.32500
2202.777;-0.31000
2205.555;-0.30500
2208.333;-0.30500
2211.110;-0.32000
2213.888;-0.32500
2216.666;-0.30500
2219.444;-0.31000
2222.222;-0.29500
2224.999;-0.31000
2227.777;-0.32500
2230.555;-0.33000
2233.333;-0.32000
2236.110;-0.32000
2238.888;-0.32000
2241.666;-0.32500
2244.444;-0.35000
2247.222;-0.35000
2249.999;-0.34000
2252.777;-0.33500
2255.555;-0.33000
2258.333;-0.33500
2261.110;-0.34000
2263.888;-0.36000
2266.666;-0.35000
2269.444;-0.35000
2272.222;-0.35500
2274.999;-0.36000
2277.777;-0.35500
2280.555;-0.36500
2283.333;-0.35500
2286.110;-0.35000
2288.888;-0.34000
2291.666;-0.35500
2294.444;-0.35000
2297.222;-0.36500
2299.999;-0.36500
2302.777;-0.35000
2305.555;-0.35500
2308.333;-0.35000
2311.110;-0.37000
2313.888;-0.38000
2316.666;-0.37000
2319.444;-0.36000
2322.222;-0.36500
2324.999;-0.36000
2327.777;-0.36500
2330.555;-0.38000
2333.333;-0.37000
2336.110;-0.36500
2338.888;-0.35000
2341.666;-0.35000
2344.444;-0.35000
2347.222;-0.37000
2349.999;-0.36500
2352.777;-0.34500
2355.555;-0.34500
2358.333;-0.34000
2361.110;-0.35500
2363.888;-0.36500
2366.666;-0.36000
2369.444;-0.35500
2372.222;-0.35500
2374.999;-0.35500
2377.777;-0.37500
2380.555;-0.38500
2383.333;-0.35500
2386.110;-0.36000
2388.888;-0.35500
2391.666;-0.36000
2394.444;-0.36000
2397.222;-0.37000
2399.999;-0.36000
2402.777;-0.34500
2405.555;-0.35500
2408.333;-0.34500
2411.110;-0.34500
2413.888;-0.34500
2416.666;-0.34000
2419.444;-0.31000
2422.222;-0.30500
2424.999;-0.30500
2427.777;-0.31000
2430.555;-0.30500
2433.333;-0.29000
2436.110;-0.28500
2438.888;-0.27500
2441.666;-0.28000
2444.444;-0.28000
2447.222;-0.27500
2449.999;-0.26500
2452.777;-0.25500
2455.555;-0.24500
2458.333;-0.26000
2461.110;-0.26500
2463.888;-0.27500
2466.666;-0.28000
2469.444;-0.26500
2472.222;-0.27000
2474.999;-0.27500
2477.777;-0.28000
2480.555;-0.27500
2483.333;-0.28000
2486.110;-0.27500
2488.888;-0.26500
2491.666;-0.25500
2494.444;-0.24000
2497.222;-0.26000
2499.999;-0.28000
2502.777;-0.31000
2505.555;-0.31000
2508.333;-0.34500
2511.110;-0.36000
2513.888;-0.38000
2516.666;-0.38500
2519.444;-0.38000
2522.222;-0.37000
2524.999;-0.37500
2527.777;-0.38500
2530.555;-0.39000
2533.333;-0.39500
2536.110;-0.38500
2538.888;-0.38500
2541.666;-0.38500
2544.444;-0.39500
2547.222;-0.40500
2549.999;-0.40000
2552.777;-0.37500
2555.555;-0.37500
2558.333;-0.39000
2561.110;-0.39500
2563.888;-0.41500
2566.666;-0.40500
2569.444;-0.40000
2572.222;-0.39000
2574.999;-0.40500
2577.777;-0.42500
2580.555;-0.46000
2583.333;-0.47500
2586.110;-0.50500
2588.888;-0.51000
2591.666;-0.52500
2594.444;-0.54000
2597.221;-0.60000
2599.999;-0.64500
2602.777;-0.63000
2605.555;-0.57500
2608.333;-0.49500
2611.110;-0.38500
2613.888;-0.27000
2616.666;-0.11500
2619.444;0.09000
2622.221;0.37000
2624.999;0.63500
2627.777;0.81000
2630.555;0.86000
2633.333;0.77000
2636.110;0.47500
2638.888;0.06500
2641.666;-0.30500
2644.444;-0.50000
2647.221;-0.52000
2649.999;-0.47500
2652.777;-0.41000
2655.555;-0.39000
2658.333;-0.39000
2661.110;-0.40000
2663.888;-0.41000
2666.666;-0.40500
2669.444;-0.38500
2672.221;-0.39000
2674.999;-0.39500
2677.777;-0.40500
2680.555;-0.41000
2683.333;-0.40500
2686.110;-0.40000
2688.888;-0.39000
2691.666;-0.39500
2694.444;-0.41000
2697.221;-0.41500
2699.999;-0.41000
2702.777;-0.39500
2705.555;-0.40500
2708.333;-0.41000
2711.110;-0.40500
2713.888;-0.40500
2716.666;-0.41000
2719.444;-0.39000
2722.221;-0.38500
2724.999;-0.39000
2727.777;-0.39500
2730.555;-0.40000
2733.333;-0.40000
2736.110;-0.40000
2738.888;-0.39500
2741.666;-0.39500
2744.444;-0.40500
2747.221;-0.40500
2749.999;-0.40000
2752.777;-0.39500
2755.555;-0.38500
2758.333;-0.37500
2761.110;-0.38500
2763.888;-0.39500
2766.666;-0.39000
2769.444;-0.38500
2772.221;-0.37500
2774.999;-0.38500
2777.777;-0.39500
2780.555;-0.39500
2783.333;-0.38500
2786.110;-0.37500
2788.888;-0.37500
2791.666;-0.38500
2794.444;-0.39500
2797.221;-0.39000
2799.999;-0.39000
2802.777;-0.36500
2805.555;-0.37500
2808.333;-0.38500
2811.110;-0.39500
2813.888;-0.38000
2816.666;-0.38500
2819.444;-0.37500
2822.221;-0.38000
2824.999;-0.39000
2827.777;-0.38000
2830.555;-0.37500
2833.333;-0.37500
2836.110;-0.37500
2838.888;-0.37500
2841.666;-0.38000
2844.444;-0.39000
2847.221;-0.39000
2849.999;-0.36500
2852.777;-0.37000
2855.555;-0.37500
2858.333;-0.38500
2861.110;-0.39000
2863.888;-0.39000
2866.666;-0.37500
2869.444;-0.36500
2872.221;-0.38500
2874.999;-0.38000
2877.777;-0.39000
2880.555;-0.37500
2883.333;-0.37500
2886.110;-0.36500
2888.888;-0.37000
2891.666;-0.38500
2894.444;-0.39500
2897.221;-0.38500
2899.999;-0.38500
2902.777;-0.37000
2905.555;-0.36500
2908.333;-0.37000
2911.110;-0.37500
2913.888;-0.35000
2916.666;-0.33500
2919.444;-0.32000
2922.221;-0.31500
2924.999;-0.32000
2927.777;-0.32500
2930.555;-0.31500
2933.333;-0.29500
2936.110;-0.28500
2938.888;-0.30000
2941.666;-0.29500
2944.444;-0.28500
2947.221;-0.28500
2949.999;-0.28000
2952.777;-0.27000
2955.555;-0.28000
2958.333;-0.29000
2961.110;-0.29500
2963.888;-0.29500
2966.666;-0.29000
2969.444;-0.28000
2972.221;-0.29000
2974.999;-0.29500
2977.777;-0.31000
2980.555;-0.29500
2983.332;-0.28500
2986.110;-0.28000
2988.888;-0.27500
2991.666;-0.29500
2994.444;-0.30500
2997.221;-0.30000
2999.999;-0.29500
3002.777;-0.29500
3005.555;-0.28500
3008.332;-0.30000
3011.110;-0.30500
3013.888;-0.30000
3016.666;-0.29500
3019.444;-0.30000
3022.221;-0.30500
3024.999;-0.31500
3027.777;-0.31000
3030.555;-0.31500
3033.332;-0.29500
3036.110;-0.30000
3038.888;-0.31000
3041.666;-0.33000
3044.444;-0.34000
3047.221;-0.33000
3049.999;-0.32000
3052.777;-0.32000
3055.555;-0.31500
3058.332;-0.32500
3061.110;-0.33500
3063.888;-0.33000
3066.666;-0.31500
3069.444;-0.32000
3072.221;-0.32000
3074.999;-0.33000
3077.777;-0.34500
3080.555;-0.34000
3083.332;-0.33500
3086.110;-0.33000
3088.888;-0.33500
3091.666;-0.34500
3094.444;-0.35000
3097.221;-0.34500
3099.999;-0.34000
3102.777;-0.33500
3105.555;-0.33500
3108.332;-0.33000
3111.110;-0.33500
3113.888;-0.34000
3116.666;-0.33500
3119.444;-0.32000
3122.221;-0.34000
3124.999;-0.34000
3127.777;-0.35000
3130.555;-0.36500
3133.332;-0.36000
3136.110;-0.34500
3138.888;-0.34500
3141.666;-0.35000
3144.444;-0.35000
3147.221;-0.35000
3149.999;-0.34000
3152.777;-0.34000
3155.555;-0.34500
3158.332;-0.34500
3161.110;-0.38000
3163.888;-0.36000
3166.666;-0.36000
3169.444;-0.34500
3172.221;-0.34500
3174.999;-0.35000
3177.777;-0.35500
3180.555;-0.34500
3183.332;-0.33000
3186.110;-0.33000
3188.888;-0.33500
3191.666;-0.33500
3194.444;-0.34000
3197.221;-0.33000
3199.999;-0.32000
3202.777;-0.29000
3205.555;-0.29000
3208.332;-0.30000
3211.110;-0.30500
3213.888;-0.28500
3216.666;-0.28000
3219.444;-0.27500
3222.221;-0.28000
3224.999;-0.27500
3227.777;-0.27000
3230.555;-0.26500
3233.332;-0.25000
3236.110;-0.23000
3238.888;-0.24500
3241.666;-0.24000
3244.444;-0.25500
3247.221;-0.25500
3249.999;-0.24500
3252.777;-0.23500
3255.555;-0.25500
3258.332;-0.26500
3261.110;-0.26000
3263.888;-0.25500
3266.666;-0.27000
3269.444;-0.26500
3272.221;-0.28000
3274.999;-0.25500
3277.777;-0.25000
3280.555;-0.24500
3283.332;-0.26500
3286.110;-0.28000
3288.888;-0.30000
3291.666;-0.31500
3294.444;-0.32500
3297.221;-0.33500
3299.999;-0.34500
3302.777;-0.33000
3305.555;-0.33500
3308.332;-0.34500
3311.110;-0.36000
3313.888;-0.35000
3316.666;-0.34000
3319.444;-0.33500
3322.221;-0.34500
3324.999;-0.36000
3327.777;-0.36500
3330.555;-0.37500
3333.332;-0.37000
3336.110;-0.36500
3338.888;-0.36500
3341.666;-0.38000
3344.444;-0.37500
3347.221;-0.37500
3349.999;-0.36500
3352.777;-0.37000
3355.555;-0.36000
3358.332;-0.37000
3361.110;-0.38000
3363.888;-0.36500
3366.666;-0.36000
3369.444;-0.35000
3372.221;-0.35500
3374.999;-0.37000
3377.777;-0.38500
3380.555;-0.39500
3383.332;-0.43000
3386.110;-0.44500
3388.888;-0.48500
3391.666;-0.51500
3394.443;-0.56500
3397.221;-0.55500
3399.999;-0.47500
3402.777;-0.35500
3405.555;-0.22000
3408.332;-0.05500
3411.110;0.18500
3413.888;0.47500
3416.666;0.70500
3419.443;0.82000
3422.221;0.78000
3424.999;0.53500
3427.777;0.14500
3430.555;-0.20000
3433.332;-0.42000
3436.110;-0.50000
3438.888;-0.48000
3441.666;-0.45000
3444.443;-0.41000
3447.221;-0.40000
3449.999;-0.39000
3452.777;-0.39000
3455.555;-0.40000
3458.332;-0.40500
3461.110;-0.42500
3463.888;-0.42500
3466.666;-0.40500
3469.443;-0.39500
3472.221;-0.40500
3474.999;-0.40500
3477.777;-0.41500
3480.555;-0.40500
3483.332;-0.38500
3486.110;-0.39000
3488.888;-0.39500
3491.666;-0.39500
3494.443;-0.39500
3497.221;-0.39500
3499.999;-0.38500
3502.777;-0.39000
3505.555;-0.39000
3508.332;-0.40000
3511.110;-0.42500
3513.888;-0.41000
3516.666;-0.40000
3519.443;-0.39500
3522.221;-0.40000
3524.999;-0.40500
3527.777;-0.42500
3530.555;-0.41500
3533.332;-0.40500
3536.110;-0.40500
3538.888;-0.40500
3541.666;-0.41000
3544.443;-0.41500
3547.221;-0.40500
3549.999;-0.42000
3552.777;-0.40500
3555.555;-0.41000
3558.332;-0.41000
3561.110;-0.42000
3563.888;-0.41500
3566.666;-0.40500
3569.443;-0.39500
3572.221;-0.39500
3574.999;-0.39500
3577.777;-0.40000
3580.555;-0.39500
3583.332;-0.39500
3586.110;-0.40500
3588.888;-0.40500
3591.666;-0.42000
3594.443;-0.43500
3597.221;-0.41500
3599.999;-0.40500
3602.777;-0.39500
3605.555;-0.39000
3608.332;-0.41500
3611.110;-0.40500
3613.888;-0.40500
3616.666;-0.40000
3619.443;-0.39500
3622.221;-0.39500
3624.999;-0.40500
